time,well,OD600,date,label,strain,vector,media
NA,C7,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
NA,C8,NA,04182026,Parent_alr1,Parent,alr1,TSB
NA,C9,NA,04182026,dat::Tn,dat::Tn,None,TSB
NA,C10,NA,04182026,dat::Tn_EV,dat::Tn,EV,TSB
NA,C11,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
NA,C12,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
NA,D1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM20
NA,D2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
NA,D3,NA,04182026,NB,NB,None,TSB
NA,D4,NA,04182026,Parent,Parent,None,TSB
NA,D5,NA,04182026,Parent_EV,Parent,EV,TSB
NA,D6,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
NA,D7,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
NA,D8,NA,04182026,Parent_alr1,Parent,alr1,TSB
NA,D9,NA,04182026,dat::Tn,dat::Tn,None,TSB
NA,D10,NA,04182026,dat::Tn_EV,dat::Tn,EV,TSB
NA,D11,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
NA,D12,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
NA,E1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
NA,E2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
NA,E3,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
NA,E4,NA,04182026,Δalr1,Δalr1,None,TSB
NA,E5,NA,04182026,Δalr1_EV,Δalr1,EV,TSB
NA,E6,NA,04182026,Δalr1_alr1,Δalr1,alr1,TSB
NA,F1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
NA,F2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
NA,F3,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
NA,F4,NA,04182026,Δalr1,Δalr1,None,TSB
NA,F5,NA,04182026,Δalr1_EV,Δalr1,EV,TSB
NA,F6,NA,04182026,Δalr1_alr1,Δalr1,alr1,TSB
NA,G1,NA,04182026,NB,NB,None,CDM19 - ala
NA,G2,NA,04182026,Parent,Parent,None,CDM19 - ala
NA,G3,NA,04182026,Parent_EV,Parent,EV,CDM19 - ala
NA,G4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
NA,G5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
NA,G6,NA,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
NA,G7,NA,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
NA,G8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
NA,G9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
NA,G10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
NA,G11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
NA,G12,NA,04182026,Δalr1,Δalr1,None,CDM19 - ala
NA,H1,NA,04182026,NB,NB,None,CDM19 - ala
NA,H2,NA,04182026,Parent,Parent,None,CDM19 - ala
NA,H3,NA,04182026,Parent_EV,Parent,EV,CDM19 - ala
NA,H4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
NA,H5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
NA,H6,NA,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
NA,H7,NA,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
NA,H8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
NA,H9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
NA,H10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
NA,H11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
NA,H12,NA,04182026,Δalr1,Δalr1,None,CDM19 - ala
NA,A1,NA,04182026,NB,NB,None,CDM20
NA,A2,NA,04182026,Parent,Parent,None,CDM20
NA,A3,NA,04182026,Parent_EV,Parent,EV,CDM20
NA,A4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
NA,A5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
NA,A6,NA,04182026,Parent_alr1,Parent,alr1,CDM20
NA,A7,NA,04182026,dat::Tn,dat::Tn,None,CDM20
NA,A8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
NA,A9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
NA,A10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
NA,A11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
NA,A12,NA,04182026,Δalr1,Δalr1,None,CDM20
NA,B1,NA,04182026,NB,NB,None,CDM20
NA,B2,NA,04182026,Parent,Parent,None,CDM20
NA,B3,NA,04182026,Parent_EV,Parent,EV,CDM20
NA,B4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
NA,B5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
NA,B6,NA,04182026,Parent_alr1,Parent,alr1,CDM20
NA,B7,NA,04182026,dat::Tn,dat::Tn,None,CDM20
NA,B8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
NA,B9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
NA,B10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
NA,B11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
NA,B12,NA,04182026,Δalr1,Δalr1,None,CDM20
NA,C1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM20
NA,C2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
NA,C3,NA,04182026,NB,NB,None,TSB
NA,C4,NA,04182026,Parent,Parent,None,TSB
NA,C5,NA,04182026,Parent_EV,Parent,EV,TSB
NA,C6,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
NA,C7,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
NA,C8,NA,04182026,Parent_alr1,Parent,alr1,TSB
NA,C9,NA,04182026,dat::Tn,dat::Tn,None,TSB
NA,C10,NA,04182026,dat::Tn_EV,dat::Tn,EV,TSB
NA,C11,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
NA,C12,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
NA,D1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM20
NA,D2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
NA,D3,NA,04182026,NB,NB,None,TSB
NA,D4,NA,04182026,Parent,Parent,None,TSB
NA,D5,NA,04182026,Parent_EV,Parent,EV,TSB
NA,D6,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
NA,D7,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
NA,D8,NA,04182026,Parent_alr1,Parent,alr1,TSB
NA,D9,NA,04182026,dat::Tn,dat::Tn,None,TSB
NA,D10,NA,04182026,dat::Tn_EV,dat::Tn,EV,TSB
NA,D11,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
NA,D12,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
NA,E1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
NA,E2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
NA,E3,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
NA,E4,NA,04182026,Δalr1,Δalr1,None,TSB
NA,E5,NA,04182026,Δalr1_EV,Δalr1,EV,TSB
NA,E6,NA,04182026,Δalr1_alr1,Δalr1,alr1,TSB
NA,F1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
NA,F2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
NA,F3,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
NA,F4,NA,04182026,Δalr1,Δalr1,None,TSB
NA,F5,NA,04182026,Δalr1_EV,Δalr1,EV,TSB
NA,F6,NA,04182026,Δalr1_alr1,Δalr1,alr1,TSB
NA,G1,NA,04182026,NB,NB,None,CDM19 - ala
NA,G2,NA,04182026,Parent,Parent,None,CDM19 - ala
NA,G3,NA,04182026,Parent_EV,Parent,EV,CDM19 - ala
NA,G4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
NA,G5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
NA,G6,NA,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
NA,G7,NA,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
NA,G8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
NA,G9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
NA,G10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
NA,G11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
NA,G12,NA,04182026,Δalr1,Δalr1,None,CDM19 - ala
NA,H1,NA,04182026,NB,NB,None,CDM19 - ala
NA,H2,NA,04182026,Parent,Parent,None,CDM19 - ala
NA,H3,NA,04182026,Parent_EV,Parent,EV,CDM19 - ala
NA,H4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
NA,H5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
NA,H6,NA,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
NA,H7,NA,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
NA,H8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
NA,H9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
NA,H10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
NA,H11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
NA,H12,NA,04182026,Δalr1,Δalr1,None,CDM19 - ala
NA,A1,NA,04182026,NB,NB,None,CDM20
NA,A2,NA,04182026,Parent,Parent,None,CDM20
NA,A3,NA,04182026,Parent_EV,Parent,EV,CDM20
NA,A4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
NA,A5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
NA,A6,NA,04182026,Parent_alr1,Parent,alr1,CDM20
NA,A7,NA,04182026,dat::Tn,dat::Tn,None,CDM20
NA,A8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
NA,A9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
NA,A10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
NA,A11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
NA,A12,NA,04182026,Δalr1,Δalr1,None,CDM20
NA,B1,NA,04182026,NB,NB,None,CDM20
NA,B2,NA,04182026,Parent,Parent,None,CDM20
NA,B3,NA,04182026,Parent_EV,Parent,EV,CDM20
NA,B4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
NA,B5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
NA,B6,NA,04182026,Parent_alr1,Parent,alr1,CDM20
NA,B7,NA,04182026,dat::Tn,dat::Tn,None,CDM20
NA,B8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
NA,B9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
NA,B10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
NA,B11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
NA,B12,NA,04182026,Δalr1,Δalr1,None,CDM20
NA,C1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM20
NA,C2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
NA,C3,NA,04182026,NB,NB,None,TSB
NA,C4,NA,04182026,Parent,Parent,None,TSB
NA,C5,NA,04182026,Parent_EV,Parent,EV,TSB
NA,C6,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
NA,C7,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
NA,C8,NA,04182026,Parent_alr1,Parent,alr1,TSB
NA,C9,NA,04182026,dat::Tn,dat::Tn,None,TSB
NA,C10,NA,04182026,dat::Tn_EV,dat::Tn,EV,TSB
NA,C11,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
NA,C12,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
NA,D1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM20
NA,D2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
NA,D3,NA,04182026,NB,NB,None,TSB
NA,D4,NA,04182026,Parent,Parent,None,TSB
NA,D5,NA,04182026,Parent_EV,Parent,EV,TSB
NA,D6,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
NA,D7,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
NA,D8,NA,04182026,Parent_alr1,Parent,alr1,TSB
NA,D9,NA,04182026,dat::Tn,dat::Tn,None,TSB
NA,D10,NA,04182026,dat::Tn_EV,dat::Tn,EV,TSB
NA,D11,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
NA,D12,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
NA,E1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
NA,E2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
NA,E3,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
NA,E4,NA,04182026,Δalr1,Δalr1,None,TSB
NA,E5,NA,04182026,Δalr1_EV,Δalr1,EV,TSB
NA,E6,NA,04182026,Δalr1_alr1,Δalr1,alr1,TSB
NA,F1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
NA,F2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
NA,F3,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
NA,F4,NA,04182026,Δalr1,Δalr1,None,TSB
NA,F5,NA,04182026,Δalr1_EV,Δalr1,EV,TSB
NA,F6,NA,04182026,Δalr1_alr1,Δalr1,alr1,TSB
NA,G1,NA,04182026,NB,NB,None,CDM19 - ala
NA,G2,NA,04182026,Parent,Parent,None,CDM19 - ala
NA,G3,NA,04182026,Parent_EV,Parent,EV,CDM19 - ala
NA,G4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
NA,G5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
NA,G6,NA,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
NA,G7,NA,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
NA,G8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
NA,G9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
NA,G10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
NA,G11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
NA,G12,NA,04182026,Δalr1,Δalr1,None,CDM19 - ala
NA,H1,NA,04182026,NB,NB,None,CDM19 - ala
NA,H2,NA,04182026,Parent,Parent,None,CDM19 - ala
NA,H3,NA,04182026,Parent_EV,Parent,EV,CDM19 - ala
NA,H4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
NA,H5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
NA,H6,NA,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
NA,H7,NA,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
NA,H8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
NA,H9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
NA,H10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
NA,H11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
NA,H12,NA,04182026,Δalr1,Δalr1,None,CDM19 - ala
NA,A1,NA,04182026,NB,NB,None,CDM20
NA,A2,NA,04182026,Parent,Parent,None,CDM20
NA,A3,NA,04182026,Parent_EV,Parent,EV,CDM20
NA,A4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
NA,A5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
NA,A6,NA,04182026,Parent_alr1,Parent,alr1,CDM20
NA,A7,NA,04182026,dat::Tn,dat::Tn,None,CDM20
NA,A8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
NA,A9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
NA,A10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
NA,A11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
NA,A12,NA,04182026,Δalr1,Δalr1,None,CDM20
NA,B1,NA,04182026,NB,NB,None,CDM20
NA,B2,NA,04182026,Parent,Parent,None,CDM20
NA,B3,NA,04182026,Parent_EV,Parent,EV,CDM20
NA,B4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
NA,B5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
NA,B6,NA,04182026,Parent_alr1,Parent,alr1,CDM20
NA,B7,NA,04182026,dat::Tn,dat::Tn,None,CDM20
NA,B8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
NA,B9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
NA,B10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
NA,B11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
NA,B12,NA,04182026,Δalr1,Δalr1,None,CDM20
NA,C1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM20
NA,C2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
NA,C3,NA,04182026,NB,NB,None,TSB
NA,C4,NA,04182026,Parent,Parent,None,TSB
NA,C5,NA,04182026,Parent_EV,Parent,EV,TSB
NA,C6,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
NA,C7,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
NA,C8,NA,04182026,Parent_alr1,Parent,alr1,TSB
NA,C9,NA,04182026,dat::Tn,dat::Tn,None,TSB
NA,C10,NA,04182026,dat::Tn_EV,dat::Tn,EV,TSB
NA,C11,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
NA,C12,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
NA,D1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM20
NA,D2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
NA,D3,NA,04182026,NB,NB,None,TSB
NA,D4,NA,04182026,Parent,Parent,None,TSB
NA,D5,NA,04182026,Parent_EV,Parent,EV,TSB
NA,D6,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
NA,D7,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
NA,D8,NA,04182026,Parent_alr1,Parent,alr1,TSB
NA,D9,NA,04182026,dat::Tn,dat::Tn,None,TSB
NA,D10,NA,04182026,dat::Tn_EV,dat::Tn,EV,TSB
NA,D11,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
NA,D12,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
NA,E1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
NA,E2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
NA,E3,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
NA,E4,NA,04182026,Δalr1,Δalr1,None,TSB
NA,E5,NA,04182026,Δalr1_EV,Δalr1,EV,TSB
NA,E6,NA,04182026,Δalr1_alr1,Δalr1,alr1,TSB
NA,F1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
NA,F2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
NA,F3,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
NA,F4,NA,04182026,Δalr1,Δalr1,None,TSB
NA,F5,NA,04182026,Δalr1_EV,Δalr1,EV,TSB
NA,F6,NA,04182026,Δalr1_alr1,Δalr1,alr1,TSB
NA,G1,NA,04182026,NB,NB,None,CDM19 - ala
NA,G2,NA,04182026,Parent,Parent,None,CDM19 - ala
NA,G3,NA,04182026,Parent_EV,Parent,EV,CDM19 - ala
NA,G4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
NA,G5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
NA,G6,NA,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
NA,G7,NA,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
NA,G8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
NA,G9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
NA,G10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
NA,G11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
NA,G12,NA,04182026,Δalr1,Δalr1,None,CDM19 - ala
NA,H1,NA,04182026,NB,NB,None,CDM19 - ala
NA,H2,NA,04182026,Parent,Parent,None,CDM19 - ala
NA,H3,NA,04182026,Parent_EV,Parent,EV,CDM19 - ala
NA,H4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
NA,H5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
NA,H6,NA,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
NA,H7,NA,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
NA,H8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
NA,H9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
NA,H10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
NA,H11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
NA,H12,NA,04182026,Δalr1,Δalr1,None,CDM19 - ala
NA,A1,NA,04182026,NB,NB,None,CDM20
NA,A2,NA,04182026,Parent,Parent,None,CDM20
NA,A3,NA,04182026,Parent_EV,Parent,EV,CDM20
NA,A4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
NA,A5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
NA,A6,NA,04182026,Parent_alr1,Parent,alr1,CDM20
NA,A7,NA,04182026,dat::Tn,dat::Tn,None,CDM20
NA,A8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
NA,A9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
NA,A10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
NA,A11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
NA,A12,NA,04182026,Δalr1,Δalr1,None,CDM20
NA,B1,NA,04182026,NB,NB,None,CDM20
NA,B2,NA,04182026,Parent,Parent,None,CDM20
NA,B3,NA,04182026,Parent_EV,Parent,EV,CDM20
NA,B4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
NA,B5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
NA,B6,NA,04182026,Parent_alr1,Parent,alr1,CDM20
NA,B7,NA,04182026,dat::Tn,dat::Tn,None,CDM20
NA,B8,NA,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
NA,B9,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
NA,B10,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
NA,B11,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
NA,B12,NA,04182026,Δalr1,Δalr1,None,CDM20
NA,C1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM20
NA,C2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
NA,C3,NA,04182026,NB,NB,None,TSB
NA,C4,NA,04182026,Parent,Parent,None,TSB
NA,C5,NA,04182026,Parent_EV,Parent,EV,TSB
NA,C6,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
NA,C7,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
NA,C8,NA,04182026,Parent_alr1,Parent,alr1,TSB
NA,C9,NA,04182026,dat::Tn,dat::Tn,None,TSB
NA,C10,NA,04182026,dat::Tn_EV,dat::Tn,EV,TSB
NA,C11,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
NA,C12,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
NA,D1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM20
NA,D2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
NA,D3,NA,04182026,NB,NB,None,TSB
NA,D4,NA,04182026,Parent,Parent,None,TSB
NA,D5,NA,04182026,Parent_EV,Parent,EV,TSB
NA,D6,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
NA,D7,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
NA,D8,NA,04182026,Parent_alr1,Parent,alr1,TSB
NA,D9,NA,04182026,dat::Tn,dat::Tn,None,TSB
NA,D10,NA,04182026,dat::Tn_EV,dat::Tn,EV,TSB
NA,D11,NA,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
NA,D12,NA,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
NA,E1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
NA,E2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
NA,E3,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
NA,E4,NA,04182026,Δalr1,Δalr1,None,TSB
NA,E5,NA,04182026,Δalr1_EV,Δalr1,EV,TSB
NA,E6,NA,04182026,Δalr1_alr1,Δalr1,alr1,TSB
NA,F1,NA,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
NA,F2,NA,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
NA,F3,NA,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
NA,F4,NA,04182026,Δalr1,Δalr1,None,TSB
NA,F5,NA,04182026,Δalr1_EV,Δalr1,EV,TSB
NA,F6,NA,04182026,Δalr1_alr1,Δalr1,alr1,TSB
NA,G1,NA,04182026,NB,NB,None,CDM19 - ala
NA,G2,NA,04182026,Parent,Parent,None,CDM19 - ala
NA,G3,NA,04182026,Parent_EV,Parent,EV,CDM19 - ala
NA,G4,NA,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
NA,G5,NA,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
NA,G6,NA,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
NA,G7,NA,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
